trans_id,lang,translation,category,station_sid,course_sid
町屋,ja,町屋,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
町屋,ja-Hrkt,まちや,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
町屋,en,Machiya,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
町屋,ko,마치야,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
町屋,zh-ch,町屋,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
町屋,zh-tw,町屋,stop_name,62fcea8a-342e-4325-a3d5-e915f429a4e0,
日本製鉄前,ja,日本製鉄前,stop_name,1e7cdfd7-0db6-49ef-8a94-7f3bcd289026,
日本製鉄前,ja-Hrkt,にっぽんせいてつまえ,stop_name,1e7cdfd7-0db6-49ef-8a94-7f3bcd289026,
広電阿品駅,ja,広電阿品駅,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
広電阿品駅,ja-Hrkt,ひろでんあじなえき,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
広電阿品駅,en,Hiroden-ajina Sta.,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
広電阿品駅,ko,히로덴 아지나 역,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
広電阿品駅,zh-ch,广电阿品站,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
広電阿品駅,zh-tw,廣電阿品站,stop_name,0f5adfb8-398f-43c1-894e-896744843f7e,
呉越,ja,呉越,stop_name,41a42201-b0f6-4962-b145-44a1f24747a9,
呉越,ja-Hrkt,くれごえ,stop_name,41a42201-b0f6-4962-b145-44a1f24747a9,
もみじ通り,ja,もみじ通り,stop_name,e5d8c087-21fc-4c7e-a6d7-367428087779,
もみじ通り,ja-Hrkt,もみじどおり,stop_name,e5d8c087-21fc-4c7e-a6d7-367428087779,
日宇那町,ja,日宇那町,stop_name,1e601b34-06e1-4836-95ec-5f4fcc17c426,
日宇那町,ja-Hrkt,ひうなちょう,stop_name,1e601b34-06e1-4836-95ec-5f4fcc17c426,
銀山町,ja,銀山町,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,ja-Hrkt,かなやまちょう,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
和庄小学校下,ja,和庄小学校下,stop_name,829edf2a-1e0c-4d37-b0b9-13cd4541bcc7,
和庄小学校下,ja-Hrkt,わしょうしょうがっこうした,stop_name,829edf2a-1e0c-4d37-b0b9-13cd4541bcc7,
馬が原,en,Bagahara,stop_name,1c121093-3c30-4e2a-b5a4-a376b2e04d0e,
馬が原,ko,바가하라,stop_name,1c121093-3c30-4e2a-b5a4-a376b2e04d0e,
馬が原,zh-ch,马原,stop_name,1c121093-3c30-4e2a-b5a4-a376b2e04d0e,
馬が原,zh-tw,馬原,stop_name,1c121093-3c30-4e2a-b5a4-a376b2e04d0e,
坪井,ja,坪井,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
坪井,ja-Hrkt,つぼい,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
坪井,en,Tsuboi,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
坪井,ko,쓰보이,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
坪井,zh-ch,坪井,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
坪井,zh-tw,坪井,stop_name,54e6eecf-32dd-40f0-88a8-81f453f0c1d2,
段原南,en,Dambara-minami,stop_name,848e7f3d-1cbd-4c8b-a2f5-774ebc3cc661,
段原南,ko,단바라 미나미,stop_name,848e7f3d-1cbd-4c8b-a2f5-774ebc3cc661,
段原南,zh-ch,段原南,stop_name,848e7f3d-1cbd-4c8b-a2f5-774ebc3cc661,
段原南,zh-tw,段原南,stop_name,848e7f3d-1cbd-4c8b-a2f5-774ebc3cc661,
平岩,ja,平岩,stop_name,cfeb2c4c-956c-433e-b466-db488ff73c26,
平岩,ja-Hrkt,ひらいわ,stop_name,cfeb2c4c-956c-433e-b466-db488ff73c26,
海岸３丁目,ja,海岸３丁目,stop_name,495a9ac9-3cac-437d-ab2f-d701834e0d55,
海岸３丁目,ja-Hrkt,かいがんさんちょうめ,stop_name,495a9ac9-3cac-437d-ab2f-d701834e0d55,
阿品台北,ja,阿品台北,stop_name,aa1a64d4-ca99-4a57-82bf-c220532948b8,
阿品台北,ja-Hrkt,あじなだいきた,stop_name,aa1a64d4-ca99-4a57-82bf-c220532948b8,
警固屋ドック前,ja,警固屋ドック前,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
警固屋ドック前,ja-Hrkt,けごやどっくまえ,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
警固屋ドック前,en,Kegoya Dock-mae,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
警固屋ドック前,ko,게고야 독 마에,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
警固屋ドック前,zh-ch,警固屋船坞前,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
警固屋ドック前,zh-tw,警固屋船塢前,stop_name,a6d9cf08-67f8-4fad-b458-f033096b842e,
舟入南四丁目,ja,舟入南四丁目,stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
舟入南四丁目,ja-Hrkt,ふないりみなみよんちょうめ,stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
舟入南四丁目,en,Funairi-minami-yonchome (Funairi-minami 4),stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
舟入南四丁目,ko,후나이리 미나미 4초메,stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
舟入南四丁目,zh-ch,舟入南四丁目,stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
舟入南四丁目,zh-tw,舟入南四丁目,stop_name,502828b6-fb6b-4536-a94c-9115b275cd6a,
明石,ja,明石,stop_name,016a5fb6-f5ad-46ce-b5a7-82bfd38e12a8,
明石,ja-Hrkt,あかし,stop_name,016a5fb6-f5ad-46ce-b5a7-82bfd38e12a8,
ＪＲ阿品駅,ja,ＪＲ阿品駅,stop_name,ef0a3496-8550-45b8-a02b-abe977127629,
ＪＲ阿品駅,ja-Hrkt,じぇいあーるあじなえき,stop_name,ef0a3496-8550-45b8-a02b-abe977127629,
長迫小学校下,ja,長迫小学校下,stop_name,08404055-88ec-47c4-84c9-cbae32058e2d,
長迫小学校下,ja-Hrkt,ながさこしょうがっこうした,stop_name,08404055-88ec-47c4-84c9-cbae32058e2d,
青崎二丁目,ja,青崎二丁目,stop_name,fdce2fd8-019d-4030-8f21-bf7c8eff76a7,
青崎二丁目,ja-Hrkt,あおさきにちょうめ,stop_name,fdce2fd8-019d-4030-8f21-bf7c8eff76a7,
二葉の里,ja,二葉の里,stop_name,1ac2535a-2af6-43b0-ade6-41994016ab3d,
二葉の里,ja-Hrkt,ふたばのさと,stop_name,1ac2535a-2af6-43b0-ade6-41994016ab3d,
鈴が台,ja,鈴が台,stop_name,9a6e3ecd-d11b-4de7-b73c-70b4951279ad,
鈴が台,ja-Hrkt,すずがだい,stop_name,9a6e3ecd-d11b-4de7-b73c-70b4951279ad,
上飯室,ja,上飯室,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
上飯室,ja-Hrkt,かみいむろ,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
上飯室,en,Kami-imuro,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
上飯室,ko,가미이무로,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
上飯室,zh-ch,上饭室,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
上飯室,zh-tw,上飯室,stop_name,6258e6eb-d9c2-4e9e-ba0e-0b2d4a44ca64,
釣士田郵便局前,ja,釣士田郵便局前,stop_name,a7ba8b6c-c991-4700-b317-f5e67e414de5,
釣士田郵便局前,ja-Hrkt,りょうしだゆうびんきょくまえ,stop_name,a7ba8b6c-c991-4700-b317-f5e67e414de5,
鈴張神社,ja,鈴張神社,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,ja-Hrkt,すずはりじんじゃ,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
森城団地中央,ja,森城団地中央,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,ja-Hrkt,もりじょうだんちちゅうおう,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
柏尾,ja,柏尾,stop_name,772cb06b-71eb-4398-8d61-2ec5c5002e49,
柏尾,ja-Hrkt,かしわお,stop_name,772cb06b-71eb-4398-8d61-2ec5c5002e49,
東中央３丁目,ja,東中央３丁目,stop_name,43ca60e6-8015-4150-8c81-7ef6c4e6ee77,
東中央３丁目,ja-Hrkt,ひがしちゅうおうさんちょうめ,stop_name,43ca60e6-8015-4150-8c81-7ef6c4e6ee77,
相田,ja,相田,stop_name,178b9309-1cd7-4460-8efb-172f2f6b0c0c,
相田,ja-Hrkt,あいだ,stop_name,178b9309-1cd7-4460-8efb-172f2f6b0c0c,
白島町,ja,白島町,stop_name,de21d4dd-21b0-4cac-b59d-eb5004b92695,
白島町,ja-Hrkt,はくしまちょう,stop_name,de21d4dd-21b0-4cac-b59d-eb5004b92695,
矢野新町,ja,矢野新町,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,ja-Hrkt,やのしんまち,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,en,Yano-shinmachi,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,ko,야노 신마치,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,zh-ch,矢野新町,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,zh-tw,矢野新町,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
呉市役所前,ja,呉市役所前,stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
呉市役所前,ja-Hrkt,くれしやくしょまえ,stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
呉市役所前,en,Kure Shiyakusho-mae (Kure City Hall),stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
呉市役所前,ko,구레 시청,stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
呉市役所前,zh-ch,吴市政府前,stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
呉市役所前,zh-tw,吳市政府前,stop_name,3af3070d-5452-4a64-ac06-fb9f08f16469,
五日市五丁目口,ja,五日市五丁目口,stop_name,049b4fa3-675a-47d4-a4b8-32492af38e46,
五日市五丁目口,ja-Hrkt,いつかいちごちょうめぐち,stop_name,049b4fa3-675a-47d4-a4b8-32492af38e46,
安佐南警察署前,ja,安佐南警察署前,stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
安佐南警察署前,ja-Hrkt,あさみなみけいさつしょまえ,stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
安佐南警察署前,en,Asaminami Keisatsusho-mae (Asaminami Police Station),stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
安佐南警察署前,ko,아사미나미 경찰서,stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
安佐南警察署前,zh-ch,安佐南警察署前,stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
安佐南警察署前,zh-tw,安佐南警察署前,stop_name,d7a9f7a0-a1fa-4d11-90ed-7b85711656eb,
彩が丘下,ja,彩が丘下,stop_name,0e9a7516-56fe-44e9-94e1-d7af0b4fa750,
彩が丘下,ja-Hrkt,あやがおかしも,stop_name,0e9a7516-56fe-44e9-94e1-d7af0b4fa750,
明徳中学校,ja,明徳中学校,stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
明徳中学校,ja-Hrkt,めいとくちゅうがっこう,stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
明徳中学校,en,Meitoku Chugakko (Meitoku Junior High School),stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
明徳中学校,ko,메이토쿠 중학교,stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
明徳中学校,zh-ch,明德中学,stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
明徳中学校,zh-tw,明德中學,stop_name,46d16db7-a26a-4e51-9de0-30bc26710823,
広二級峡,ja,広二級峡,stop_name,aa2737ff-ade8-42e8-98f9-224f71fa3b2e,
広二級峡,ja-Hrkt,ひろにきゅうきょう,stop_name,aa2737ff-ade8-42e8-98f9-224f71fa3b2e,
宮原９丁目,ja,宮原９丁目,stop_name,774b9e70-8988-40cf-9ee7-aa3b105b05c2,
宮原９丁目,ja-Hrkt,みやはらきゅうちょうめ,stop_name,774b9e70-8988-40cf-9ee7-aa3b105b05c2,
入江大橋,ja,入江大橋,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
入江大橋,ja-Hrkt,いりえおおはし,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
入江大橋,en,Irie-ohashi,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
入江大橋,ko,이리에 오하시,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
入江大橋,zh-ch,入江大桥,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
入江大橋,zh-tw,入江大橋,stop_name,7c38c4f4-c5b0-4121-8781-579ffcfe1a2a,
段原一丁目,ja,段原一丁目,stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
段原一丁目,ja-Hrkt,だんばらいっちょうめ,stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
段原一丁目,en,Dambara-itchome (Dambara 1),stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
段原一丁目,ko,단바라 1초메,stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
段原一丁目,zh-ch,段原一丁目,stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
段原一丁目,zh-tw,段原一丁目,stop_name,4808e6fd-94f2-4e10-aef8-f628b6799f3e,
ナタリーマリナタウン,ja,ナタリーマリナタウン,stop_name,3944bcc5-a8e4-41c9-ae3d-c94575f88aae,
ナタリーマリナタウン,ja-Hrkt,なたりーまりなたうん,stop_name,3944bcc5-a8e4-41c9-ae3d-c94575f88aae,
龍頭山登山口,en,Ryuzuyama Tozan-guchi (Mt. Ryuzuyama),stop_name,9f849ee9-d9d9-4c31-b681-6eeaab1ae5c1,
龍頭山登山口,ko,류즈야마 토잔구치,stop_name,9f849ee9-d9d9-4c31-b681-6eeaab1ae5c1,
龍頭山登山口,zh-ch,龙头山登山口,stop_name,9f849ee9-d9d9-4c31-b681-6eeaab1ae5c1,
龍頭山登山口,zh-tw,龍頭山登山口,stop_name,9f849ee9-d9d9-4c31-b681-6eeaab1ae5c1,
田方東陽台,ja,田方東陽台,stop_name,6cd649be-a254-45d0-a495-6d9dba488a0c,
田方東陽台,ja-Hrkt,たがたとうようだい,stop_name,6cd649be-a254-45d0-a495-6d9dba488a0c,
杉の迫,ja,杉の迫,stop_name,881ebfcf-6473-41eb-9510-1309f32b5caf,
杉の迫,ja-Hrkt,すぎのさこ,stop_name,881ebfcf-6473-41eb-9510-1309f32b5caf,
琴谷,ja,琴谷,stop_name,8e57f2e1-80ae-433c-8be8-578997fe48ee,
琴谷,ja-Hrkt,ことだに,stop_name,8e57f2e1-80ae-433c-8be8-578997fe48ee,
上大林,ja,上大林,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
上大林,ja-Hrkt,かみおおばやし,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
上大林,en,Kami-obayashi,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
上大林,ko,가미오바야시,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
上大林,zh-ch,上大林,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
上大林,zh-tw,上大林,stop_name,8367139a-7da8-4533-99b7-0ac7ae1acca3,
東翠町,ja,東翠町,stop_name,996f2512-74c8-424e-930e-1d7c79554a90,
東翠町,ja-Hrkt,ひがしみどりまち,stop_name,996f2512-74c8-424e-930e-1d7c79554a90,
百田団地,ja,百田団地,stop_name,2772442f-a925-411e-88a5-c4909497a577,
百田団地,ja-Hrkt,ひゃくだだんち,stop_name,2772442f-a925-411e-88a5-c4909497a577,
百田団地,en,Hyakuda Danchi,stop_name,2772442f-a925-411e-88a5-c4909497a577,
百田団地,ko,햐쿠다 단치,stop_name,2772442f-a925-411e-88a5-c4909497a577,
百田団地,zh-ch,百田团地,stop_name,2772442f-a925-411e-88a5-c4909497a577,
百田団地,zh-tw,百田團地,stop_name,2772442f-a925-411e-88a5-c4909497a577,
河内農協,ja,河内農協,stop_name,9d104068-6a43-4df9-93c0-f10473f27024,
河内農協,ja-Hrkt,こうちのうきょう,stop_name,9d104068-6a43-4df9-93c0-f10473f27024,
東区スポ－ツセンタ－入口,ja,東区スポ－ツセンタ－入口,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
東区スポ－ツセンタ－入口,ja-Hrkt,ひがしくすぽーつせんたーいりぐち,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
東区スポ－ツセンタ－入口,en,Higashiku Sports Center-iriguchi,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
東区スポ－ツセンタ－入口,ko,히가시쿠 스포츠센터 이리구치,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
東区スポ－ツセンタ－入口,zh-ch,东区体育中心入口,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
東区スポ－ツセンタ－入口,zh-tw,東區體育中心入口,stop_name,b3d44b46-e43e-4bc2-aa08-b2d53e8358cb,
台,ja,台,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
台,ja-Hrkt,だい,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
台,en,Dai,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
台,ko,다이,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
台,zh-ch,台,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
台,zh-tw,臺,stop_name,f46d05c5-67c6-4ee3-b4db-4afd9839fd71,
幸の神,en,Sainokami,stop_name,c3a37559-7263-415c-bbe2-86e851542bb9,
幸の神,ko,사이노카미,stop_name,c3a37559-7263-415c-bbe2-86e851542bb9,
幸の神,zh-ch,幸之神,stop_name,c3a37559-7263-415c-bbe2-86e851542bb9,
幸の神,zh-tw,幸之神,stop_name,c3a37559-7263-415c-bbe2-86e851542bb9,
坪井公民館,en,Tsuboi Kominkan (Tsuboi Community Center),stop_name,679c9e98-e62e-4bf2-89fc-7c98f430e777,
坪井公民館,ko,쓰보이 공민관,stop_name,679c9e98-e62e-4bf2-89fc-7c98f430e777,
坪井公民館,zh-ch,坪井公民馆,stop_name,679c9e98-e62e-4bf2-89fc-7c98f430e777,
坪井公民館,zh-tw,坪井公民館,stop_name,679c9e98-e62e-4bf2-89fc-7c98f430e777,
中倉団地入口,ja,中倉団地入口,stop_name,116e2445-ce6c-4b21-bd04-1009d63a4850,
中倉団地入口,ja-Hrkt,なかくらだんちいりぐち,stop_name,116e2445-ce6c-4b21-bd04-1009d63a4850,
下明石,ja,下明石,stop_name,6f405a66-f27a-4705-88db-6f2303d099a2,
下明石,ja-Hrkt,しもあかし,stop_name,6f405a66-f27a-4705-88db-6f2303d099a2,
中広一丁目,ja,中広一丁目,stop_name,2d92d404-0525-485b-8297-764262e1c90c,
中広一丁目,ja-Hrkt,なかひろいっちょうめ,stop_name,2d92d404-0525-485b-8297-764262e1c90c,
琴谷車庫,ja,琴谷車庫,stop_name,51a4ece7-a84b-4999-ba66-19cf6f4e2719,
琴谷車庫,ja-Hrkt,ことだにしゃこ,stop_name,51a4ece7-a84b-4999-ba66-19cf6f4e2719,
宮原５丁目,ja,宮原５丁目,stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
宮原５丁目,ja-Hrkt,みやはらごちょうめ,stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
宮原５丁目,en,Miyahara-gochome (Miyahara 5),stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
宮原５丁目,ko,미야하라 5초메,stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
宮原５丁目,zh-ch,宫原5丁目,stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
宮原５丁目,zh-tw,宮原5丁目,stop_name,23204162-aeb7-49d4-90bd-d068f8d124ab,
府中山田,ja,府中山田,stop_name,95f6e633-dd75-4f03-8854-b5941ae8659f,
府中山田,ja-Hrkt,ふちゅうやまだ,stop_name,95f6e633-dd75-4f03-8854-b5941ae8659f,
